Company,Position,Salary
"Lexicon Pharmaceuticals, Inc.","Associate Scientist
3 Salaries submitted",104
"Lexicon Pharmaceuticals, Inc.","Senior Scientist
3 Salaries submitted",195
"Lexicon Pharmaceuticals, Inc.","Research Scientist I
2 Salaries submitted",129
"Lexicon Pharmaceuticals, Inc.","Cardiovascular Specialty Sales Representative
2 Salaries submitted",265
"Lexicon Pharmaceuticals, Inc.","Senior Scientific Group Leader
2 Salaries submitted",160
"Lexicon Pharmaceuticals, Inc.","Senior Software Engineer
2 Salaries submitted",167
"Lexicon Pharmaceuticals, Inc.","Clinical Project Manager
2 Salaries submitted",169
"Lexicon Pharmaceuticals, Inc.","Sales
2 Salaries submitted",234
"Lexicon Pharmaceuticals, Inc.","Project Manager
1 Salaries submitted",162
"Lexicon Pharmaceuticals, Inc.","Senior Research Scientist
1 Salaries submitted",188
"Lexicon Pharmaceuticals, Inc.","Senior Administrative Assistant
1 Salaries submitted",86
"Lexicon Pharmaceuticals, Inc.","Vivarium
1 Salaries submitted",78
"Lexicon Pharmaceuticals, Inc.","Welder/Fabricator
1 Salaries submitted",69
"Lexicon Pharmaceuticals, Inc.","Medical Science Liaison
1 Salaries submitted",299
"Lexicon Pharmaceuticals, Inc.","Associate Toxicologist
1 Salaries submitted",255
"Merrimack Pharmaceuticals, Inc.","Scientist
21 Salaries submitted",171
"Merrimack Pharmaceuticals, Inc.","Senior Scientist
15 Salaries submitted",194
"Merrimack Pharmaceuticals, Inc.","Principal Scientist
7 Salaries submitted",234
"Merrimack Pharmaceuticals, Inc.","Intern
5 Salaries submitted",83
"Merrimack Pharmaceuticals, Inc.","Research Associate
5 Salaries submitted",102
"Merrimack Pharmaceuticals, Inc.","Associate Director
5 Salaries submitted",275
"Merrimack Pharmaceuticals, Inc.","Clinical Trial Manager
4 Salaries submitted",175
"Merrimack Pharmaceuticals, Inc.","Intern - Hourly
3 Salaries submitted",92
"Merrimack Pharmaceuticals, Inc.","Director
3 Salaries submitted",340
"Merrimack Pharmaceuticals, Inc.","Clinical Trial Associate
3 Salaries submitted",117
"Merrimack Pharmaceuticals, Inc.","Senior Associate Scientist
3 Salaries submitted",143
"Merrimack Pharmaceuticals, Inc.","Senior Research Associate
2 Salaries submitted",125
"Merrimack Pharmaceuticals, Inc.","Senior Clinical Trial Manager
2 Salaries submitted",190
"Merrimack Pharmaceuticals, Inc.","Human Resources Business Partner
2 Salaries submitted",205
"Merrimack Pharmaceuticals, Inc.","Manager of Clinical Operations
2 Salaries submitted",211
"Merrimack Pharmaceuticals, Inc.","Senior Medical Director
2 Salaries submitted",476
"Merrimack Pharmaceuticals, Inc.","Associate Process Development Scientist
2 Salaries submitted",122
"Merrimack Pharmaceuticals, Inc.","QC Analyst II
1 Salaries submitted",104
"Merrimack Pharmaceuticals, Inc.","Associate Bioprocess Scientist
1 Salaries submitted",117
"Merrimack Pharmaceuticals, Inc.","Senior Vice President
1 Salaries submitted",750
"Mustang Bio, Inc.","Scientist
5 Salaries submitted",151
"Mustang Bio, Inc.","QC Technician
2 Salaries submitted",64
"Mustang Bio, Inc.","Manufacturing Associate
2 Salaries submitted",63
"Mustang Bio, Inc.","QC Analyst II
2 Salaries submitted",88
"Mustang Bio, Inc.","QC Analyst
1 Salaries submitted",86
"Mustang Bio, Inc.","Academic Administrator II
1 Salaries submitted",82
"Mustang Bio, Inc.","Research Scientist
1 Salaries submitted",155
"Mustang Bio, Inc.","Senior Scientist
1 Salaries submitted",192
"Mustang Bio, Inc.","Quality Control Supervisor
1 Salaries submitted",99
"Mustang Bio, Inc.","Quality Control Analyst II
1 Salaries submitted",86
"Mustang Bio, Inc.","Quality Control Analyst
1 Salaries submitted",84
"Mustang Bio, Inc.","Regulatory Affairs Manager
1 Salaries submitted",171
"Mustang Bio, Inc.","Information Technology Manager
1 Salaries submitted",176
"Mustang Bio, Inc.","Analytical Development Scientist
1 Salaries submitted",137
"Mustang Bio, Inc.","MSAT Lead
1 Salaries submitted",213
"Mustang Bio, Inc.","Translational Scientist
1 Salaries submitted",154
"Mustang Bio, Inc.","Manufacturing Associate II
1 Salaries submitted",74
"Mustang Bio, Inc.","Laboratory Technician
1 Salaries submitted",63
"Mustang Bio, Inc.","Associate
1 Salaries submitted",125
"Mustang Bio, Inc.","Associate Director of Quality
1 Salaries submitted",174
"Moleculin Biotech, Inc.","Senior Program Manager
1 Salaries submitted",170
"Seres Therapeutics, Inc.","Research Associate
12 Salaries submitted",90
"Seres Therapeutics, Inc.","Senior Research Associate
8 Salaries submitted",126
"Seres Therapeutics, Inc.","Research Associate II
8 Salaries submitted",92
"Seres Therapeutics, Inc.","Scientist II
5 Salaries submitted",150
"Seres Therapeutics, Inc.","Principal Scientist
4 Salaries submitted",232
"Seres Therapeutics, Inc.","Scientist I
4 Salaries submitted",127
"Seres Therapeutics, Inc.","Associate
4 Salaries submitted",123
"Seres Therapeutics, Inc.","Associate 1
3 Salaries submitted",71
"Seres Therapeutics, Inc.","Co-Op
3 Salaries submitted",99
"Seres Therapeutics, Inc.","Engineer II
3 Salaries submitted",126
"Seres Therapeutics, Inc.","Director
3 Salaries submitted",337
"Seres Therapeutics, Inc.","Scientist, Immuno-oncology
3 Salaries submitted",222
"Seres Therapeutics, Inc.","Materials Associate
3 Salaries submitted",63
"Seres Therapeutics, Inc.","Associate II
3 Salaries submitted",94
"Seres Therapeutics, Inc.","Medical Associate
3 Salaries submitted",98
"Seres Therapeutics, Inc.","Associate Director
3 Salaries submitted",267
"Seres Therapeutics, Inc.","Manufacturing Supervisor
2 Salaries submitted",110
"Seres Therapeutics, Inc.","Executive Assistant
2 Salaries submitted",106
"Seres Therapeutics, Inc.","Senior Engineer
2 Salaries submitted",165
"Seres Therapeutics, Inc.","Anonymous
2 Salaries submitted",171
"Madrigal Pharmaceuticals, Inc.","Chief Medical Officer
1 Salaries submitted",399
"MiMedx Group, Inc","Account Executive
50 Salaries submitted",164
"MiMedx Group, Inc","Tissue Processing Technician
13 Salaries submitted",71
"MiMedx Group, Inc","Associate Account Executive
11 Salaries submitted",113
"MiMedx Group, Inc","Recovery Specialist
8 Salaries submitted",73
"MiMedx Group, Inc","Lab Aide
8 Salaries submitted",61
"MiMedx Group, Inc","Processor
6 Salaries submitted",61
"MiMedx Group, Inc","Lab Technician
5 Salaries submitted",66
"MiMedx Group, Inc","Donor Recovery Specialist
5 Salaries submitted",63
"MiMedx Group, Inc","Sales Representative
5 Salaries submitted",159
"MiMedx Group, Inc","Biomedical Engineer
4 Salaries submitted",125
"MiMedx Group, Inc","Technician
4 Salaries submitted",72
"MiMedx Group, Inc","Field Reimbursement Manager
4 Salaries submitted",141
"MiMedx Group, Inc","Manager
4 Salaries submitted",171
"MiMedx Group, Inc","Sales Operations Analyst
3 Salaries submitted",97
"MiMedx Group, Inc","Laboratory Technician
3 Salaries submitted",71
"MiMedx Group, Inc","Recovery Technician
3 Salaries submitted",69
"MiMedx Group, Inc","Territory Manager
3 Salaries submitted",185
"MiMedx Group, Inc","Donor Recovery Assistant
3 Salaries submitted",56
"MiMedx Group, Inc","Account Coordinator
3 Salaries submitted",80
"MiMedx Group, Inc","Sales
3 Salaries submitted",180
"MEI Pharma, Inc.","Director, Supply Chain Management
1 Salaries submitted",245
"MEI Pharma, Inc.","Manager CMC
1 Salaries submitted",112
"MEI Pharma, Inc.","Medical Liaison
1 Salaries submitted",191
"MEI Pharma, Inc.","Senior Director, Medical Affairs
1 Salaries submitted",402
"MEI Pharma, Inc.","Associate Director, Statistical Programming
1 Salaries submitted",206
"MEI Pharma, Inc.","Vice President Clinical Operations
1 Salaries submitted",259
"MEI Pharma, Inc.","Director
1 Salaries submitted",263
"MEI Pharma, Inc.","Project Manager
1 Salaries submitted",154
"MEI Pharma, Inc.","Administrative Assistant
1 Salaries submitted",57
"MEI Pharma, Inc.","Senior Business Systems Analyst
1 Salaries submitted",147
"MEI Pharma, Inc.","Finance Manager
1 Salaries submitted",179
"MacroGenics, Inc.","Manufacturing Associate II
11 Salaries submitted",73
"MacroGenics, Inc.","Manufacturing Associate I
8 Salaries submitted",69
"MacroGenics, Inc.","Manufacturing Associate
8 Salaries submitted",64
"MacroGenics, Inc.","Scientist II
7 Salaries submitted",122
"MacroGenics, Inc.","QC Analyst II
5 Salaries submitted",88
"MacroGenics, Inc.","Associate Scientist II
5 Salaries submitted",90
"MacroGenics, Inc.","Associate Director
3 Salaries submitted",274
"MacroGenics, Inc.","Director
3 Salaries submitted",361
"MacroGenics, Inc.","QC Analyst
3 Salaries submitted",85
"MacroGenics, Inc.","Manager
2 Salaries submitted",193
"MacroGenics, Inc.","Quality Control Analyst II
2 Salaries submitted",82
"MacroGenics, Inc.","Project Manager
2 Salaries submitted",167
"MacroGenics, Inc.","Quality Control Analyst
2 Salaries submitted",85
"MacroGenics, Inc.","Development Scientist II
2 Salaries submitted",122
"MacroGenics, Inc.","Research Associate II
2 Salaries submitted",87
"MacroGenics, Inc.","Development Associate II
2 Salaries submitted",85
"MacroGenics, Inc.","Materials Management Manager
2 Salaries submitted",190
"MacroGenics, Inc.","Associate Scientist
2 Salaries submitted",93
"MacroGenics, Inc.","Scientist III
2 Salaries submitted",130
"MacroGenics, Inc.","Associate Scientist I
2 Salaries submitted",81
MeiraGTx Holdings plc,"Senior Research Scientist
1 Salaries submitted",199
MeiraGTx Holdings plc,"Senior Associate
1 Salaries submitted",173
MeiraGTx Holdings plc,"Executive Director Regulatory Affairs
1 Salaries submitted",256
MeiraGTx Holdings plc,"Senior Research Associate
1 Salaries submitted",132
MeiraGTx Holdings plc,"Management
1 Salaries submitted",194
MeiraGTx Holdings plc,"Research Associate
1 Salaries submitted",94
MeiraGTx Holdings plc,"Economist
1 Salaries submitted",161
MeiraGTx Holdings plc,"Lab Technician
1 Salaries submitted",63
"Mirum Pharmaceuticals, Inc.","Director
3 Salaries submitted",273
"Mirum Pharmaceuticals, Inc.","Director, Regulatory Affairs
1 Salaries submitted",193
"Mirum Pharmaceuticals, Inc.","Senior HR Associate
1 Salaries submitted",138
"Mirum Pharmaceuticals, Inc.","HR Manager
1 Salaries submitted",130
"Mirum Pharmaceuticals, Inc.","CDO
1 Salaries submitted",157
"Mirum Pharmaceuticals, Inc.","Sr manager medical affairs
1 Salaries submitted",163
"Mirum Pharmaceuticals, Inc.","Commercial
1 Salaries submitted",128
"Mirum Pharmaceuticals, Inc.","Director Compliance Commercial Supply Chain
1 Salaries submitted",177
"Mirum Pharmaceuticals, Inc.","Account Manager
1 Salaries submitted",139
"Mirum Pharmaceuticals, Inc.","Associate Director, Clinical Project Management
1 Salaries submitted",158
"Mirum Pharmaceuticals, Inc.","Associate Director
1 Salaries submitted",187
MannKind Corporation,"Director
5 Salaries submitted",349
MannKind Corporation,"Business Systems Analyst
4 Salaries submitted",130
MannKind Corporation,"Research Associate, Analytical (Chemist)
4 Salaries submitted",104
MannKind Corporation,"Scientist
4 Salaries submitted",158
MannKind Corporation,"Research Associate
3 Salaries submitted",97
MannKind Corporation,"Engineer, Device Industrialization
3 Salaries submitted",135
MannKind Corporation,"Scientist I
3 Salaries submitted",120
MannKind Corporation,"Territory Business Manager
3 Salaries submitted",261
MannKind Corporation,"Area Business Manager
3 Salaries submitted",262
MannKind Corporation,"Manager
3 Salaries submitted",193
MannKind Corporation,"Manufacturing Associate
2 Salaries submitted",61
MannKind Corporation,"Process Engineer
2 Salaries submitted",126
MannKind Corporation,"Pharmaceuticals Sales Representative
2 Salaries submitted",264
MannKind Corporation,"Production Supervisor
2 Salaries submitted",102
MannKind Corporation,"Associate Director
2 Salaries submitted",242
MannKind Corporation,"Supervisor
2 Salaries submitted",133
MannKind Corporation,"Territory Manager
2 Salaries submitted",275
MannKind Corporation,"Marketing Intern
1 Salaries submitted",90
MannKind Corporation,"Facilities Specialist
1 Salaries submitted",95
MannKind Corporation,"District Business Manager
1 Salaries submitted",322
"MediciNova, Inc.","Vice President and Chief Financial Officer
2 Salaries submitted",360
"MediciNova, Inc.","Senior Manager/Vice President, Accounting and Financial Reporting
1 Salaries submitted",211
"MediciNova, Inc.","Matchmaker
1 Salaries submitted",153
Monopar Therapeutics Inc.,"Business Development Lead
2 Salaries submitted",215
Monopar Therapeutics Inc.,"Global Clinical Trial Manager
1 Salaries submitted",173
Monopar Therapeutics Inc.,"Clinical Trial Assistant II
1 Salaries submitted",95
Monopar Therapeutics Inc.,"Senior Clinical Research Associate
1 Salaries submitted",153
"Morphic Holding, Inc.","Research Associate
4 Salaries submitted",88
"Morphic Holding, Inc.","Senior Research Associate
3 Salaries submitted",107
"Morphic Holding, Inc.","Senior Scientist
2 Salaries submitted",177
"Morphic Holding, Inc.","Scientist
1 Salaries submitted",137
"Morphic Holding, Inc.","Research Assistant
1 Salaries submitted",62
"Morphic Holding, Inc.","Director
1 Salaries submitted",278
"Morphic Holding, Inc.","Research
1 Salaries submitted",142
"Morphic Holding, Inc.","Research Associate II
1 Salaries submitted",89
"Morphic Holding, Inc.","Research Assistant- Summer Intern
1 Salaries submitted",54
"Morphic Holding, Inc.","Associate Scientist I
1 Salaries submitted",81
"Morphic Holding, Inc.","Regulatory Affairs Intern
1 Salaries submitted",73
"Morphic Holding, Inc.","Research Scientist II
1 Salaries submitted",133
"Morphic Holding, Inc.","Research Scientist
1 Salaries submitted",137
"Morphic Holding, Inc.","Lab Technician
1 Salaries submitted",55
"Marker Therapeutics, Inc.","Manufacturing Technician
2 Salaries submitted",63
"Marker Therapeutics, Inc.","Cell Therapy Specialist I
1 Salaries submitted",92
"Marker Therapeutics, Inc.","Director
1 Salaries submitted",313
"Marker Therapeutics, Inc.","Quality Control Specialist
1 Salaries submitted",75
"Marker Therapeutics, Inc.","Cell Therapy Specialist
1 Salaries submitted",121
"Mersana Therapeutics, Inc.","Scientist
7 Salaries submitted",155
"Mersana Therapeutics, Inc.","Research Scientist
3 Salaries submitted",158
"Mersana Therapeutics, Inc.","Associate Scientist II
3 Salaries submitted",109
"Mersana Therapeutics, Inc.","Principal Scientist
3 Salaries submitted",240
"Mersana Therapeutics, Inc.","Project Manager
2 Salaries submitted",161
"Mersana Therapeutics, Inc.","Statistical Clinical Programmer
2 Salaries submitted",148
"Mersana Therapeutics, Inc.","Clinical Trial Manager
2 Salaries submitted",177
"Mersana Therapeutics, Inc.","Intern - Hourly
2 Salaries submitted",114
"Mersana Therapeutics, Inc.","Associate Director
2 Salaries submitted",269
"Mersana Therapeutics, Inc.","Accounting Manager
2 Salaries submitted",177
"Mersana Therapeutics, Inc.","Senior Associate Scientist
2 Salaries submitted",140
"Mersana Therapeutics, Inc.","Principal Clinical Trial Associate
1 Salaries submitted",191
"Mersana Therapeutics, Inc.","Administrative Assistant
1 Salaries submitted",64
"Mersana Therapeutics, Inc.","Manager
1 Salaries submitted",188
"Mersana Therapeutics, Inc.","Healthcare
1 Salaries submitted",167
"Mersana Therapeutics, Inc.","Chemical Engineer Co-Op
1 Salaries submitted",143
"Mersana Therapeutics, Inc.","Medical Science Liaison (MSL)
1 Salaries submitted",316
"Mersana Therapeutics, Inc.","Clinical Research Associate
1 Salaries submitted",147
"Mersana Therapeutics, Inc.","Senior Talent Acquisition Coordinator
1 Salaries submitted",156
"Mersana Therapeutics, Inc.","Vice President
1 Salaries submitted",604
"Mirati Therapeutics, Inc.","Senior Scientist
5 Salaries submitted",173
"Mirati Therapeutics, Inc.","Research Scientist
4 Salaries submitted",162
"Mirati Therapeutics, Inc.","Associate Director
4 Salaries submitted",232
"Mirati Therapeutics, Inc.","Principal Clinical Data Manager
4 Salaries submitted",159
"Mirati Therapeutics, Inc.","Intern
3 Salaries submitted",74
"Mirati Therapeutics, Inc.","Contractor
2 Salaries submitted",92
"Mirati Therapeutics, Inc.","Senior Manager, Analytical Development
2 Salaries submitted",245
"Mirati Therapeutics, Inc.","Sr. Scientist
2 Salaries submitted",185
"Mirati Therapeutics, Inc.","Director
2 Salaries submitted",285
"Mirati Therapeutics, Inc.","Sr. Manager, Operations
2 Salaries submitted",255
"Mirati Therapeutics, Inc.","Director Clinical Operations
2 Salaries submitted",225
"Mirati Therapeutics, Inc.","OAM
1 Salaries submitted",191
"Mirati Therapeutics, Inc.","IT Support and Systems
1 Salaries submitted",132
"Mirati Therapeutics, Inc.","Senior Medical Director Clinical Development
1 Salaries submitted",335
"Mirati Therapeutics, Inc.","Sr. executive legal assistant
1 Salaries submitted",110
"Mirati Therapeutics, Inc.","Senior Medical Director
1 Salaries submitted",379
"Mirati Therapeutics, Inc.","Student Research Assistant
1 Salaries submitted",50
"Mirati Therapeutics, Inc.","Manager
1 Salaries submitted",177
"Mirati Therapeutics, Inc.","Head of Legal Department
1 Salaries submitted",335
"Mirati Therapeutics, Inc.","Senior Manager Supply Chain
1 Salaries submitted",197
Merus N.V.,"Software Engineer
2 Salaries submitted",178
Merus N.V.,"Customer Success Specialist
2 Salaries submitted",92
Merus N.V.,"Social Media Manager
2 Salaries submitted",127
